date,id,idTraining,title,arrows
2025-06-11,KNE5lxN5djJ56Epr88Sm,4hyMY070O6q5vbghe61l,,"10:-6.288:-9.061,9:23.139:-4.285,8:23.755:-16.61,8:26.837:12.662,7:41.011:6.5,8:-24.622:20.058,10:7.116:-8.599,10:-3.669:11.43,9:-15.378:7.424,9:-2.436:21.906,9:13.895:8.04,8:-3.052:32.691,10:0.953:-3.977,10:0.337:8.657,10:-1.512:8.657,9:-10.756:13.895,9:0.337:23.139,8:19.75:18.209,10:-5.518:-0.896,10:-11.372:-0.587,9:0.645:-14.762,9:9.581:-12.297,8:26.529:6.5,8:36.081:-4.593,10:-1.512:-7.983,10:-5.518:7.116,9:-8.291:15.436,9:4.343:-18.151,9:15.744:0.645,8:9.273:24.68,10:6.5:-11.064,10:7.424:9.581,10:-2.436:7.732,9:-9.523:-17.535,9:-20.616:-8.907,8:17.284:-21.849,10:1.416:-7.212,10:-7.366:-9.523,9:-13.837:-11.988,9:-16.919:-12.297,8:9.889:24.988,5:-65.561:-14.683,10:-1.974:6.346,10:2.802:-7.983,9:-10.756:-11.68,9:-13.221:-11.68,9:-19.075:13.279,8:30.226:-0.587,10:-2.59:-5.98,9:-14.762:-4.901,9:-0.587:16.976,9:9.889:13.279,9:23.139:-6.442,8:22.831:-15.994,10:0.337:9.581,10:-9.523:2.186,9:15.128:-2.744,8:27.453:-2.744,8:22.215:19.133,8:-12.913:26.529,10:0.645:3.418,10:8.965:-3.977,9:14.203:-3.052,9:13.587:14.819,9:-11.988:9.889,9:-17.843:12.354,10:1.261:3.727,9:14.819:1.878,9:-13.837:6.5,9:6.5:19.441,8:-6.75:24.988,7:-34.482:18.209"
2025-06-02,lMvcoPgpi1QscHzeYJIp,eSFyaHDqs0ydFrFbaxXL,,"10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,6:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,7:0:0,7:0:0,6:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,8:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,8:0:0,7:0:0"
2025-05-28,J8jp0YK4AwBB1cOI5Dlv,Bj1mTW2azS5Abj2q6IPh,,"10:0:0,9:0:0,9:0:0,8:0:0,7:0:0,7:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,8:0:0,10:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,0:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,6:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,8:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,8:0:0,7:0:0,6:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,7:0:0,10:0:0,10:0:0,10:0:0,9:0:0,8:0:0,7:0:0"
2025-05-25,2Ey0z40fJoJ698WPMIIE,S5cd2zC4dSVnEKVGn1WH,,"10:-6.134:4.959,9:12.662:-7.674,9:-12.913:8.965,8:22.523:16.668,8:21.906:23.447,7:39.778:8.657,9:-24.006:0.953,9:-15.07:12.046,8:9.581:-29.86,7:37.93:3.11,7:-17.535:33.924,7:-30.476:30.226,10:-4.285:6.5,8:-14.762:32.691,8:26.837:8.657,7:15.744:-38.796,6:21.598:44.709,6:5.575:54.569,9:-6.75:-13.221,9:-2.436:15.128,8:-7.983:25.296,8:14.511:21.906,8:18.517:23.755,7:41.627:0.645,10:3.727:9.273,10:6.192:-10.756,9:17.901:-4.285,9:-18.459:-4.901,9:-21.541:0.953,8:28.685:12.354,9:16.052:15.128,9:14.511:17.284,9:0.645:-15.994,9:-14.453:-4.285,9:-19.692:0.953,8:-24.006:24.988,10:-12.142:3.572,9:-13.529:8.349,9:-15.686:12.971,9:14.511:19.75,9:10.814:-15.378,8:25.912:-8.907,10:-4.747:-9.986,9:9.581:-20.616,9:0.337:21.29,9:4.035:21.29,8:-31.093:-0.896,8:13.587:-29.244,10:-0.896:-6.75,10:-4.593:9.273,10:11.43:-1.204,9:6.808:-15.994,9:9.889:8.965,9:2.494:24.372,10:-3.052:-3.052,10:1.57:-9.523,10:2.802:8.965,9:-10.756:-18.767,9:-11.68:-12.605,8:-16.61:28.377,10:9.273:8.04,8:-27.087:-0.587,8:-28.011:2.186,7:-18.151:33.308,7:-18.151:39.162,6:37.93:-33.558,10:6.038:-8.753,9:-0.587:16.668,9:-6.75:12.354,8:-22.465:19.441,8:-13.221:28.994,8:13.587:33.308"
2025-05-24,bYDyMoYdDfZyJCPG1Kub,3pYet8Adr1kB9AOp3MZe,,"10:7.034:-4.485,9:14.662:6.879,9:-5.575:19.955,9:-12.736:13.728,9:8.435:-19.897,8:-0.282:28.984,10:-1.528:-3.084,10:7.19:6.256,9:11.549:15.285,9:5.011:18.71,9:-18.029:-13.359,8:-31.105:7.19,10:-0.905:3.143,10:-4.33:-2.462,10:-9.934:-5.575,9:-18.029:2.52,8:10.615:25.559,8:-16.472:27.116,10:0.029:-4.33,10:4.077:3.765,9:-3.707:-13.67,9:3.143:-15.227,8:34.277:0.029,7:-15.538:34.9,10:2.52:6.256,9:-9.934:-11.802,9:13.728:9.992,9:-0.593:20.578,8:11.549:31.475,7:-0.593:44.551,10:-13.514:-1.995,10:11.238:3.454,8:29.295:0.963,8:33.032:0.652,8:6.879:34.9,8:-14.604:25.248,10:-8.688:-3.396,10:7.813:-0.905,10:9.058:1.586,9:-9.934:-18.963,9:3.143:13.417,6:-0.282:53.58,10:0.652:-10.245,10:-6.509:-10.868,9:-13.981:0.652,9:-17.095:2.52,9:-14.604:18.087,9:15.285:6.879,10:-9.934:1.586,10:10.926:0.963,9:6.256:12.483,9:-10.556:9.681,9:-2.462:19.644,8:-24.878:-10.245,9:-0.282:-19.274,9:8.747:-16.472,9:15.596:11.238,9:9.058:15.908,9:-17.406:5.945,8:-14.293:25.871,10:-1.216:-2.462,10:-3.707:1.275,10:0.341:1.275,9:4.077:16.219,9:-4.641:15.285,9:-18.651:-11.179,10:-1.528:-2.773,10:-7.754:5.633,10:7.501:3.143,9:-0.905:14.04,9:-13.67:-5.575,8:-18.963:21.823"
2025-05-24,XlZu5HWUwde4IpVVLGFP,tBikcyrmnYUudvUw0jVo,,"10:6.318:-9.56,10:2.831:3.454,10:8.124:3.765,9:22.135:3.765,8:25.871:12.483,8:23.069:13.106,8:14.974:24.003,9:-15.538:8.124,7:3.454:38.947,10:-2.462:-3.396,10:7.19:0.029,10:9.37:-7.443,10:-7.443:4.699,9:9.992:11.549,9:-8.066:10.926,9:-20.208:-2.462,9:-15.227:-12.425,9:24.003:-0.282,10:0.963:-4.33,9:-11.491:-9.311,9:-12.736:5.322,9:-10.556:8.435,9:8.747:9.37,9:-17.095:-2.15,8:20.889:-24.256,8:24.625:-10.245,8:21.512:17.776,10:-1.528:0.029,10:-5.264:-2.773,10:-9.622:-8.066,10:7.813:-9.622,9:10.615:-9.622,9:-16.783:5.011,9:-9.622:13.106,8:9.058:24.003,8:32.72:13.106,10:-6.509:-9.311,10:-0.593:-5.575,10:-6.198:0.652,10:-11.491:1.897,10:-6.509:9.681,10:10.926:0.029,9:6.567:11.238,8:-17.717:20.267,7:34.9:-28.614,10:0.652:4.077,10:4.388:9.058,10:-7.443:9.058,9:-14.293:-0.905,9:-16.472:13.417,9:-18.651:-3.396,9:-6.198:-19.585,8:26.182:-11.179,9:6.256:14.04,10:-1.061:-12.269,10:-5.575:0.963,9:12.794:11.549,9:21.201:9.058,9:12.794:19.332,8:-5.264:29.918,8:18.71:28.673,7:36.768:19.644,7:-35.153:-28.614,10:-3.707:-5.264,10:-1.839:-9.622,9:-13.359:7.19,9:19.021:0.029,9:14.351:17.464,8:-30.171:6.879,8:35.211:-9.311,8:35.834:-4.018,7:-1.839:41.127"
2025-05-17,aNB6XMCAU3nBGiUbtZtW,gF7FamuZl6rsJ4vIF3Ni,,"9:0:0,8:0:0,8:0:0,8:0:0,8:0:0,7:0:0,10:0:0,10:0:0,9:0:0,8:0:0,8:0:0,7:0:0,10:0:0,9:0:0,9:0:0,9:0:0,7:0:0,7:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,9:0:0,9:0:0,8:0:0,7:0:0,6:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,7:0:0,10:0:0,10:0:0,8:0:0,8:0:0,7:0:0,6:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,7:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,9:0:0,9:0:0,7:0:0,7:0:0,6:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,9:0:0,9:0:0,8:0:0,7:0:0,7:0:0"
2025-05-15,jh7RkLdQEdXXLcJC7itv,8sD4dSdgKyJu26L9MTw0,,"10:-4.174:-8.533,10:-10.868:3.143,10:-10.868:6.879,9:10.615:-13.981,9:2.209:16.53,9:9.37:16.53,10:-6.82:-8.377,9:-4.952:14.662,9:-12.736:13.728,9:12.172:-16.161,8:24.937:12.483,7:-42.002:-4.952,10:-0.593:-3.707,9:-14.604:-14.293,9:-15.849:14.04,9:22.757:2.52,8:-32.351:-8.688,8:-30.482:7.813,10:-2.773:0.029,10:5.011:-8.688,10:6.879:-5.575,10:9.992:1.275,9:-2.773:19.021,9:-12.736:19.021,10:1.897:-0.905,10:9.058:-1.528,10:-4.33:12.172,9:-9.311:10.926,8:25.871:4.699,8:-26.124:7.19,10:4.699:-2.462,10:4.077:0.652,10:-7.754:-7.132,8:0.963:-26.435,8:13.728:22.135,7:-36.709:-28.926,9:5.011:12.172,9:-10.556:10.304,8:-25.812:13.106,8:-24.878:24.314,8:25.559:23.691,6:49.533:-12.113,10:-3.084:-12.425,9:8.435:-18.963,9:13.106:8.435,8:6.256:28.361,8:30.23:-0.593,7:41.749:0.029,9:9.058:-12.425,9:-15.227:-0.282,9:-13.359:8.435,8:-24.878:21.823,7:-37.021:14.04,6:52.024:13.417,10:0.963:10.926,9:-18.963:-4.952,9:-19.897:-3.396,9:-12.425:18.71,9:7.813:-21.454,9:12.483:-15.849,10:-5.886:10.615,9:-19.897:4.077,8:22.446:-19.585,8:36.456:0.341,7:-36.398:18.398,5:-67.578:-17.895,10:4.45:1.648,9:6.567:-12.425,9:9.058:-11.491,9:16.219:14.974,8:21.512:18.398,8:-23.944:16.842"
2025-05-07,G2KGfI7QdNJa852Rzcvj,CBv40Byif9BB9w44CEi0,,"10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,8:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,8:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,9:0:0,9:0:0,8:0:0,8:0:0,7:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,6:0:0"
2025-05-06,waCWFvKGL0CQo8eaPzmc,RDC3YUP31cbewE3Hk1u6,,"10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,9:0:0,8:0:0,8:0:0,7:0:0,10:0:0,10:0:0,10:0:0,8:0:0,8:0:0,7:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,7:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,7:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,7:0:0"
2025-05-04,8fSClnTuEWwllxonrswO,VrDrT7IIJU0kYlfyNrlR,,"10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,7:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,7:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,7:0:0,6:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,6:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,7:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,7:0:0"
2025-04-27,a5GTNEgvUR2AXfEz8txy,Gmf5EJeYYcnziVtqaF8s,,"10:9.214:1.742,10:7.501:5.633,10:-5.575:10.926,9:-13.981:4.699,9:21.512:-4.018,9:12.172:17.464,10:0.029:0.963,10:-4.018:0.341,10:5.322:6.256,9:23.691:-4.33,8:-2.15:28.361,7:37.39:23.38,10:-1.216:1.275,10:2.831:8.124,10:7.813:6.879,9:-0.905:15.596,8:32.098:-4.641,8:16.842:25.559,10:-5.575:5.322,10:8.124:5.322,9:9.058:-12.736,8:-21.765:15.285,8:23.38:-13.67,7:-5.575:38.013,10:1.275:-0.905,10:1.275:11.549,9:6.567:-19.274,9:17.464:9.058,7:-5.575:37.39,7:2.831:40.504,10:-4.174:-10.089,10:7.501:4.388,8:-13.047:25.871,8:9.992:28.673,6:-9.311:49.533,6:34.9:42.683,10:2.209:-4.641,10:0.341:-0.282,9:14.974:9.058,9:-4.018:21.512,7:-21.765:33.032,6:-1.528:49.844,10:0.963:-1.216,9:13.417:10.615,9:1.586:22.135,9:6.567:-17.717,8:27.739:-12.736,8:-13.981:24.937,10:0.652:7.501,10:-1.528:8.435,9:-11.491:12.483,9:20.889:5.011,8:-18.963:17.464,8:16.842:26.493,10:2.209:-4.018,10:0.341:-1.216,10:8.124:7.813,9:9.992:13.728,9:5.945:22.446,1:110.913:45.589,10:-4.267:7.252,9:21.512:-2.462,9:-4.952:23.069,8:26.493:-8.377,7:38.013:21.512,0:-139.343:61.23,10:-3.333:-0.531,10:-9.622:5.945,10:11.238:0.341,9:10.304:-10.556,8:-26.124:10.926,6:19.955:49.221"
2025-04-25,nIyJtAZhhBq0bOkmNz6G,2HFVJTIAJXeYY9xSuoRO,,"10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,7:0:0,10:0:0,8:0:0,8:0:0,8:0:0,7:0:0,7:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,7:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,7:0:0,5:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0"
2025-04-24,YsDf8wGhU5XmG0XbQxIw,xOcOFrdemlCQsQ3ZbS4U,,"10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,7:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,10:0:0,8:0:0,8:0:0,7:0:0,10:0:0,9:0:0,9:0:0,8:0:0,7:0:0,6:0:0,10:0:0,10:0:0,10:0:0,9:0:0,7:0:0,6:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,7:0:0,10:0:0,10:0:0,9:0:0,8:0:0,8:0:0,8:0:0,10:0:0,10:0:0,9:0:0,9:0:0,7:0:0,7:0:0,10:0:0,9:0:0,9:0:0,8:0:0,7:0:0,7:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,5:0:0"
2025-04-21,n4wjtjguWZodqAWSDehe,91nTGM4dktcgHz15tyB4,,"6:49.066:12.327,8:-27.68:-9.622,10:-0.282:7.813,9:-12.425:10.615,9:14.662:8.435,9:15.908:-6.82,6:35.678:39.103,10:6.567:0.029,7:-24.256:-35.153,8:-27.058:6.256,8:20.267:-17.095,9:12.794:-14.293,7:10.926:40.504,10:-9.311:-2.462,9:-4.018:-16.472,8:-27.058:11.86,9:-6.82:-14.293,9:-14.915:-3.396,8:34.588:12.794,8:-27.058:20.267,10:-7.132:-7.754,8:-27.992:15.285,10:-2.462:-11.491,9:17.776:0.029,7:23.224:40.66,7:-41.691:-9,9:-13.047:7.501,6:-37.955:35.522,9:17.464:2.209,9:22.446:-1.528,8:5.166:30.385,7:-42.002:1.586,9:-17.717:-1.528,10:-11.179:-0.593,10:5.322:-9,9:22.135:1.897,8:-8.844:-27.525,8:30.852:5.011,10:-0.905:7.813,9:-13.67:19.955,9:-3.084:13.728,10:-9.934:-6.198,10:0.185:-6.042,9:1.897:-18.651,7:-40.445:3.765,9:9.37:11.549,8:4.388:25.559,10:-9:0.029,9:8.28:10.771,10:-9:0.963,9:-12.425:-9.622,9:-10.245:-10.556,9:-5.575:20.267,9:-20.519:3.143,9:18.087:9.992,10:9.37:7.501,9:-14.915:-14.293,10:-8.066:7.813,8:-21.454:20.889,8:-23.322:19.644,10:-5.419:-2.617,8:33.966:-9.622,8:-6.509:-27.058,9:-17.717:7.813,10:-5.264:7.19,9:2.831:14.662,9:-15.071:-3.863,8:29.295:2.831,7:-27.992:-29.86,10:-3.084:-7.443,9:7.501:17.776,9:-14.293:5.011,10:0.808:1.119,10:-2.462:-1.216,9:7.501:-12.736,9:8.435:-19.274,9:19.021:9.992,9:-22.699:-9.311,10:-1.061:1.119,9:6.256:-13.67,9:9.681:-14.915,9:20.889:-8.377,9:18.087:11.238,9:-13.981:8.747,10:7.875:7.564,10:-4.641:10.304,9:3.143:13.728,9:12.794:19.644,8:14.351:21.512,8:-1.839:28.05,10:-1.839:4.699,9:0.341:16.842,9:4.388:17.153,9:16.53:15.596,9:-13.981:2.831,9:-10.868:-23.633,10:-12.892:-1.061,9:-13.359:5.945,9:-15.227:18.398,8:8.747:28.673,8:-8.066:29.607,7:-33.285:28.05,10:-1.061:-2.929,10:3.143:0.341,10:-0.905:-9.311,10:8.435:-0.282,10:-3.396:11.86,8:30.23:19.644,9:-17.873:-5.419,8:-1.216:28.361,8:-12.736:27.427"
2025-03-27,rEWuQ8hSHY48NlK9TMXI,X2ALkkXOagQGie9sE3uY,,"10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,5:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,8:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,7:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,7:0:0,7:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,7:0:0,6:0:0"
2025-03-27,DxeUJJY3TcicO3rOlaZ8,X2ALkkXOagQGie9sE3uY,,"10:-3.863:2.987,10:-0.282:7.813,10:-8.377:-7.132,9:8.435:-13.67,9:14.04:10.615,8:-8.377:24.003,10:6.256:5.322,9:2.831:18.087,9:3.765:19.644,9:-0.282:18.398,9:17.776:10.304,8:23.069:17.464,10:-0.282:-4.33,10:0.963:-7.754,10:-9:-1.839,9:9.681:14.974,8:-12.113:-28.614,7:38.947:-2.15,10:2.209:-0.282,10:-8.377:-9.934,10:-11.491:-6.509,9:-11.802:-16.472,9:19.644:6.879,9:-24.878:1.275,9:-19.274:14.351,9:-20.519:-9.934,8:-15.849:-21.454,8:3.143:-31.105,8:-24.256:18.71,7:35.211:20.578,10:0.963:-6.198,9:-9:10.926,9:-20.519:-0.282,9:12.483:-22.076,8:29.918:-18.651,8:13.417:25.559"
2025-03-23,fMbxaeg3bKt2IlAg8LkQ,vGwMFmWUMQofaGccqEpM,,"10:-0.749:1.43,10:-2.462:2.831,10:6.256:-7.132,9:-5.575:-19.897,8:15.285:26.182,7:-2.462:38.947,10:2.209:1.275,10:-6.509:-0.282,10:0.963:-12.736,9:16.219:4.077,9:-9.311:15.908,8:13.417:24.625,10:-2.773:-8.688,10:9.058:-5.264,10:9.37:1.586,9:4.388:-18.34,9:16.219:4.077,9:1.897:15.596,10:1.897:-0.282,9:-8.688:-13.359,9:12.483:-15.849,9:14.351:-9.934,9:4.699:17.776,8:-18.34:28.673,10:-1.528:3.765,10:-0.282:8.435,10:-7.132:5.322,10:7.813:-5.575,8:10.304:-24.878,7:-41.068:0.029,10:-1.528:3.454,9:11.86:-15.849,9:-9.622:-17.717,8:27.427:2.52,8:33.032:0.341,8:-28.614:-20.519,10:-3.707:-9.622,10:11.238:-3.396,10:-12.736:0.652,9:21.823:-11.491,8:19.955:-16.472,8:0.341:-37.332,10:0.029:3.454,10:8.435:-0.905,9:7.813:-16.472,9:16.842:-0.593,8:28.05:12.794,8:-27.992:-10.868,10:7.034:-6.976,10:5.945:3.765,10:-12.425:-2.773,8:9.058:24.314,8:26.493:20.267,7:-8.066:-44.182,9:0.963:-17.717,9:-5.575:-16.472,9:-18.963:0.963,8:3.454:-34.53,8:-1.839:28.361,7:28.984:34.9,10:4.077:-9.311,9:0.652:-20.208,8:18.71:-19.897,8:26.182:-19.585,8:-24.878:21.823,6:33.966:-42.002,9:7.657:-18.184,9:7.501:-15.538,9:17.776:9.681,9:-8.066:15.285,8:-25.501:5.322,8:-18.651:-25.812"
2025-03-22,l3wQSQkThIE5yzan744i,xrgYgV5NSf9lWesHFXon,,"10:0:0,10:0:0,10:0:0,9:0:0,8:0:0,7:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,8:0:0,8:0:0,7:0:0,6:0:0"
2025-03-22,DZs6bim5E8MWFyr75SCy,xrgYgV5NSf9lWesHFXon,,"10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,6:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0"
2025-03-21,mKuRPmkhOVbyoW63nZvC,EcTZUQ33ARTQZREFXonA,,"10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,7:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,7:0:0,10:0:0,10:0:0,10:0:0,9:0:0,8:0:0,0:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,7:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0"
2025-03-21,cvcrEqNpONMrtAC9YcUW,EcTZUQ33ARTQZREFXonA,,"9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,9:0:0,8:0:0,8:0:0,7:0:0,7:0:0,7:0:0,10:0:0,10:0:0,10:0:0,9:0:0,8:0:0,7:0:0,10:0:0,9:0:0,8:0:0,8:0:0,8:0:0,7:0:0"
2025-03-15,iKzJD6YE5MTh9UbKogFO,8I0EmTi7J3osiNNEhkEW,Qualifications 30 Arrows,"9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,8:0:0,9:0:0,8:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0"
2025-03-14,RJLdytW3FWJsFm98sYKs,VqcT2QVmppM7h9vT9QcO,,"10:0:0,8:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,8:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0"
2025-03-13,kBPkMwsghuI08RdVGoUC,U0ZLqdR69rIdBZDAvUuX,,"9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,8:0:0"
